product_id,product_name,category,brand,unit,price,supplier_id
1955,Вареники 700г Премиум 200г,Заморозка,Премиум,шт,504.89,9
1956,Колбаса варёная Эко 500г,Мясо,Эко,л,756.48,31
1957,Кофе молотый 250г Эко 1л,Напитки,Эко,л,233.19,42
1958,Пельмени 800г Локальный 1кг,Заморозка,Локальный,уп,837.53,35
1959,Масло растительное 1л Фермер 1л,Бакалея,Фермер,кг,595.4,38
1960,Пиво 0.5л Эко 1л,Напитки,Эко,кг,1063.55,16
1961,Яблоки Брэнд1 200г,Овощи-фрукты,Брэнд1,шт,562.73,31
1962,Вареники 700г Брэнд3 100г,Заморозка,Брэнд3,шт,1369.7,24
1963,Средство для посуды 500мл Брэнд3 500г,Бытовая химия,Брэнд3,уп,241.89,36
1964,Мороженое 500мл Эко 200г,Заморозка,Эко,кг,1246.9,4
1965,Чипсы 80г Брэнд3 100г,Снеки,Брэнд3,кг,584.87,2
1966,Кофе молотый 250г Эко 500г,Напитки,Эко,шт,1061.06,43
1967,Батон нарезной Брэнд2 1кг,Хлеб,Брэнд2,кг,74.37,24
1968,Говядина лопатка Брэнд2 200г,Мясо,Брэнд2,шт,48.34,27
1969,Говядина лопатка Брэнд3 1кг,Мясо,Брэнд3,кг,1129.72,45
1970,Пицца зам. 400г Премиум 1кг,Заморозка,Премиум,уп,1092.16,29
1971,Печенье 200г Брэнд1 500г,Снеки,Брэнд1,шт,259.15,42
1972,Творог 200г Своё,Молочные,Своё,кг,769.84,1
1973,Апельсины Эко 0.5л,Овощи-фрукты,Эко,уп,844.61,17
1974,Пельмени 800г Своё 1л,Заморозка,Своё,л,1072.75,28
1975,Мороженое 500мл Брэнд3 500г,Заморозка,Брэнд3,шт,796.61,9
1976,Чипсы 80г Локальный 1кг,Снеки,Локальный,шт,351.79,12
1977,Орехи 100г Импорт 1л,Снеки,Импорт,шт,1230.34,30
1978,Соль 1кг Эконом 0.5л,Бакалея,Эконом,уп,1246.06,11
1979,Сметана 300г Эконом 0.5л,Молочные,Эконом,уп,316.25,7
1980,Масло сливочное 180г Брэнд2 500г,Молочные,Брэнд2,л,71.23,19
1981,Фарш домашний Импорт 100г,Мясо,Импорт,шт,341.51,1
1982,Сухарики 40г Премиум 200г,Снеки,Премиум,кг,968.43,3
1983,Лосось охл. Премиум 100г,Рыба,Премиум,шт,858.7,31
1984,Творог 200г Брэнд1 500г,Молочные,Брэнд1,шт,1416.96,1
1985,Огурцы Премиум 1кг,Овощи-фрукты,Премиум,кг,492.27,26
1986,Вино красное 0.75л Эконом 200г,Напитки,Эконом,шт,517.04,48
1987,Гречка 900г Брэнд2 1л,Бакалея,Брэнд2,кг,64.82,25
1988,Соль 1кг Своё,Бакалея,Своё,шт,456.48,10
1989,Чай чёрный 100г Фермер 100г,Напитки,Фермер,шт,1430.64,15
1990,Шампунь 400мл Локальный,Бытовая химия,Локальный,кг,1160.17,11
1991,Вареники 700г Импорт 1л,Заморозка,Импорт,л,687.8,9
1992,Помидоры Премиум 500г,Овощи-фрукты,Премиум,уп,88.82,46
1993,Шоколад 90г Эко 200г,Снеки,Эко,кг,1495.6,39
1994,Сыр Российский 1кг Брэнд3 1л,Молочные,Брэнд3,уп,173.19,1
1995,Говядина лопатка Премиум 1л,Мясо,Премиум,шт,763.4,30
1996,Лук репчатый Брэнд3 500г,Овощи-фрукты,Брэнд3,кг,130.2,37
1997,Яблоки Эконом 100г,Овощи-фрукты,Эконом,шт,293.4,50
1998,Сахар 1кг Премиум 1кг,Бакалея,Премиум,л,1151.83,29
1999,Сок яблочный 1л Брэнд3 100г,Напитки,Брэнд3,уп,88.2,19
2000,Апельсины Эко,Овощи-фрукты,Эко,кг,678.02,33
2001,Средство для посуды 500мл Своё 500г,Бытовая химия,Своё,л,152.73,27
2002,Гречка 900г Фермер 500г,Бакалея,Фермер,шт,942.3,42
2003,Сметана 300г Локальный 0.5л,Молочные,Локальный,шт,257.21,7
2004,Картофель Эко 200г,Овощи-фрукты,Эко,уп,1285.13,15
2005,Бананы Фермер 0.5л,Овощи-фрукты,Фермер,шт,542.94,30
2006,Сок яблочный 1л Импорт,Напитки,Импорт,уп,190.41,12
2007,Вино красное 0.75л Брэнд2 1кг,Напитки,Брэнд2,уп,323.22,22
2008,Сыр Российский 1кг Эконом 500г,Молочные,Эконом,уп,342.57,48
2009,Соль 1кг Брэнд2 500г,Бакалея,Брэнд2,уп,86.28,10
2010,Пицца зам. 400г Фермер 200г,Заморозка,Фермер,кг,500.67,3
2011,Лаваш Эко 100г,Хлеб,Эко,л,1190.65,31
2012,Сельдь с/с Брэнд1 200г,Рыба,Брэнд1,шт,1430.39,44
2013,Свёкла Премиум 500г,Овощи-фрукты,Премиум,кг,152.88,5
2014,Треска филе Эко 100г,Рыба,Эко,л,1314.45,29
2015,Мыло 90г Эко 1л,Бытовая химия,Эко,кг,1014.38,17
2016,Колбаса варёная Брэнд1 100г,Мясо,Брэнд1,уп,532.77,49
2017,Морковь Брэнд3 200г,Овощи-фрукты,Брэнд3,л,1414.65,31
2018,Соль 1кг Импорт 0.5л,Бакалея,Импорт,кг,1449.42,28
2019,Огурцы Своё 1кг,Овощи-фрукты,Своё,шт,854.54,39
2020,Сосиски молочные Брэнд2 0.5л,Мясо,Брэнд2,кг,505.89,47
2021,Чипсы 80г Эконом 100г,Снеки,Эконом,кг,1347.86,10
2022,Рис 1кг Эконом 100г,Бакалея,Эконом,уп,416.32,47
2023,Молоко 1л Фермер,Молочные,Фермер,кг,962.41,41
2024,Батон нарезной Брэнд2 100г,Хлеб,Брэнд2,кг,1126.19,13
2025,Капуста Импорт,Овощи-фрукты,Импорт,кг,913.39,14
2026,Огурцы Локальный 200г,Овощи-фрукты,Локальный,шт,574.28,24
2027,Кефир 1л Премиум 500г,Молочные,Премиум,шт,1058.0,42
2028,Сахар 1кг Эко 1кг,Бакалея,Эко,л,547.75,35
2029,Свёкла Импорт,Овощи-фрукты,Импорт,л,196.67,12
2030,Сахар 1кг Эко 500г,Бакалея,Эко,кг,842.55,11
2031,Масло растительное 1л Эко 1кг,Бакалея,Эко,л,1272.28,45
2032,Чай чёрный 100г Эко 0.5л,Напитки,Эко,л,1062.08,7
2033,Йогурт 150г Брэнд2 100г,Молочные,Брэнд2,шт,935.9,27
2034,Масло сливочное 180г Фермер 0.5л,Молочные,Фермер,шт,961.28,33
2035,Батон нарезной Брэнд1 0.5л,Хлеб,Брэнд1,л,1282.01,14
2036,Минтай с/м Фермер 1л,Рыба,Фермер,уп,198.32,31
2037,Пицца зам. 400г Брэнд2 500г,Заморозка,Брэнд2,уп,637.01,42
2038,Пиво 0.5л Эко 100г,Напитки,Эко,л,1179.83,33
2039,Картофель Премиум 0.5л,Овощи-фрукты,Премиум,л,481.87,27
2040,Чай чёрный 100г Локальный 100г,Напитки,Локальный,уп,78.03,2
2041,Говядина лопатка Эконом,Мясо,Эконом,л,522.58,37
2042,Свёкла Локальный 1л,Овощи-фрукты,Локальный,уп,313.21,42
2043,Апельсины Брэнд1,Овощи-фрукты,Брэнд1,уп,219.44,41
2044,Бананы Брэнд3 1кг,Овощи-фрукты,Брэнд3,л,790.4,28
2045,Минтай с/м Брэнд2 0.5л,Рыба,Брэнд2,кг,771.26,41
2046,Хлеб чёрный Эко,Хлеб,Эко,л,1260.89,11
2047,Пицца зам. 400г Эконом 200г,Заморозка,Эконом,шт,167.1,28
2048,Молоко 1л Своё 200г,Молочные,Своё,шт,938.61,35
2049,Пельмени 800г Брэнд2 1л,Заморозка,Брэнд2,уп,67.18,47
2050,Свинина шея Фермер 0.5л,Мясо,Фермер,л,304.24,42
2051,Паста зубная 100мл Локальный 500г,Бытовая химия,Локальный,кг,817.06,16
2052,Вино красное 0.75л Эко,Напитки,Эко,л,999.11,18
2053,Йогурт 150г Брэнд3 0.5л,Молочные,Брэнд3,шт,968.43,38
2054,Мыло 90г Брэнд2 100г,Бытовая химия,Брэнд2,уп,1392.98,8
2055,Масло сливочное 180г Брэнд3 500г,Молочные,Брэнд3,л,1345.07,6
2056,Сыр Российский 1кг Фермер,Молочные,Фермер,л,1371.7,14
2057,Апельсины Брэнд2 1кг,Овощи-фрукты,Брэнд2,шт,638.21,32
2058,Вареники 700г Брэнд2 200г,Заморозка,Брэнд2,уп,581.62,21
2059,Вода 1.5л Фермер,Напитки,Фермер,кг,294.32,1
2060,Паста зубная 100мл Брэнд3 0.5л,Бытовая химия,Брэнд3,шт,202.29,22
2061,Огурцы Фермер 1л,Овощи-фрукты,Фермер,шт,262.83,48
2062,Скумбрия х/к Брэнд2 200г,Рыба,Брэнд2,шт,817.85,34
2063,Гречка 900г Брэнд3 200г,Бакалея,Брэнд3,л,198.74,14
2064,Кефир 1л Эконом 200г,Молочные,Эконом,кг,152.66,45
2065,Пицца зам. 400г Брэнд3 500г,Заморозка,Брэнд3,л,737.92,6
2066,Огурцы Импорт 0.5л,Овощи-фрукты,Импорт,л,716.55,32
2067,Свёкла Импорт 1кг,Овощи-фрукты,Импорт,кг,397.64,13
2068,Чай чёрный 100г Премиум 1кг,Напитки,Премиум,шт,887.96,50
2069,Батон нарезной Премиум 200г,Хлеб,Премиум,кг,1432.03,32
2070,Свёкла Фермер 1кг,Овощи-фрукты,Фермер,л,1229.36,40
2071,Масло сливочное 180г Своё 1кг,Молочные,Своё,уп,323.59,23
2072,Яблоки Брэнд2 1кг,Овощи-фрукты,Брэнд2,кг,1337.49,33
2073,Скумбрия х/к Своё 1кг,Рыба,Своё,л,917.71,42
2074,Пицца зам. 400г Импорт 500г,Заморозка,Импорт,уп,74.01,12
2075,Конфеты 250г Эконом 1кг,Снеки,Эконом,кг,555.88,5
2076,Сельдь с/с Эконом 500г,Рыба,Эконом,кг,1175.89,8
2077,Молоко 1л Эконом 0.5л,Молочные,Эконом,шт,1083.7,14
2078,Сахар 1кг Своё,Бакалея,Своё,л,1351.15,36
2079,Сыр Российский 1кг Эко 500г,Молочные,Эко,кг,805.08,7
2080,Хлеб белый Премиум 0.5л,Хлеб,Премиум,шт,873.7,42
2081,Капуста Эко 500г,Овощи-фрукты,Эко,л,321.28,4
2082,Конфеты 250г Фермер 1кг,Снеки,Фермер,шт,1485.68,27
2083,Курица тушка Брэнд2 1кг,Мясо,Брэнд2,кг,914.1,38
2084,Бананы Локальный 1л,Овощи-фрукты,Локальный,шт,449.0,42
2085,Печенье 200г Своё 100г,Снеки,Своё,уп,448.02,26
2086,Творог 200г Импорт 1л,Молочные,Импорт,шт,525.96,2
2087,Сыр Российский 1кг Фермер 100г,Молочные,Фермер,уп,1093.18,18
2088,Лук репчатый Эконом 1кг,Овощи-фрукты,Эконом,шт,847.98,21
2089,Рис 1кг Своё 100г,Бакалея,Своё,уп,468.71,30
2090,Рис 1кг Брэнд2,Бакалея,Брэнд2,л,1408.42,7
2091,Кефир 1л Локальный 100г,Молочные,Локальный,шт,233.94,21
2092,Мыло 90г Эко 200г,Бытовая химия,Эко,кг,159.38,47
2093,Паста зубная 100мл Эконом,Бытовая химия,Эконом,шт,1403.14,4
2094,Скумбрия х/к Брэнд1 100г,Рыба,Брэнд1,шт,1422.3,5
2095,Скумбрия х/к Эконом 0.5л,Рыба,Эконом,уп,426.77,11
2096,Мороженое 500мл Брэнд3 1л,Заморозка,Брэнд3,уп,206.26,21
2097,Мыло 90г Брэнд3,Бытовая химия,Брэнд3,уп,966.25,43
2098,Курица тушка Импорт 1л,Мясо,Импорт,кг,879.49,43
2099,Рис 1кг Премиум 500г,Бакалея,Премиум,уп,361.97,17
2100,Шоколад 90г Премиум 0.5л,Снеки,Премиум,шт,548.92,16
2101,Кола 1.5л Локальный 0.5л,Напитки,Локальный,шт,140.46,32
2102,Сметана 300г Локальный 100г,Молочные,Локальный,кг,718.18,25
2103,Сосиски молочные Фермер 100г,Мясо,Фермер,л,336.73,38
2104,Сухарики 40г Импорт 1л,Снеки,Импорт,л,1147.92,20
2105,Пиво 0.5л Фермер 0.5л,Напитки,Фермер,кг,1276.28,7
2106,Пельмени 800г Брэнд3 200г,Заморозка,Брэнд3,л,596.8,29
2107,Мыло 90г Своё 1л,Бытовая химия,Своё,кг,1176.63,13
2108,Сыр Российский 1кг Премиум 1кг,Молочные,Премиум,кг,1038.81,37
2109,Сок яблочный 1л Брэнд2 200г,Напитки,Брэнд2,уп,1318.01,48
2110,Курица тушка Локальный 100г,Мясо,Локальный,уп,304.93,2
2111,Соль 1кг Импорт 1кг,Бакалея,Импорт,л,420.4,36
2112,Йогурт 150г Эконом 1кг,Молочные,Эконом,кг,251.41,33
2113,Свёкла Импорт 500г,Овощи-фрукты,Импорт,шт,678.77,24
2114,Масло сливочное 180г Брэнд1 0.5л,Молочные,Брэнд1,уп,1106.04,28
2115,Сосиски молочные Премиум 200г,Мясо,Премиум,уп,289.67,18
2116,Макароны 450г Своё 1кг,Бакалея,Своё,уп,190.5,4
2117,Сок яблочный 1л Локальный 100г,Напитки,Локальный,кг,199.33,3
2118,Хлеб чёрный Премиум 200г,Хлеб,Премиум,шт,812.23,18
2119,Минтай с/м Своё 0.5л,Рыба,Своё,уп,606.1,7
2120,Минтай с/м Премиум 1кг,Рыба,Премиум,кг,281.41,14
2121,Огурцы Премиум 0.5л,Овощи-фрукты,Премиум,л,1108.81,7
2122,Колбаса варёная Импорт 0.5л,Мясо,Импорт,уп,1116.46,45
2123,Лосось охл. Брэнд3 500г,Рыба,Брэнд3,шт,274.97,22
2124,Паста зубная 100мл Фермер 200г,Бытовая химия,Фермер,шт,1009.07,28
2125,Помидоры Брэнд1 200г,Овощи-фрукты,Брэнд1,л,1325.45,11
2126,Чай чёрный 100г Брэнд1 1л,Напитки,Брэнд1,л,1455.23,38
2127,Молоко 1л Фермер,Молочные,Фермер,кг,724.68,3
2128,Орехи 100г Брэнд1 1л,Снеки,Брэнд1,л,1257.98,34
2129,Гречка 900г Брэнд3,Бакалея,Брэнд3,кг,1169.63,7
2130,Морковь Эконом 1кг,Овощи-фрукты,Эконом,уп,1110.18,35
2131,Скумбрия х/к Фермер 500г,Рыба,Фермер,л,704.36,23
2132,Морковь Эконом 1л,Овощи-фрукты,Эконом,уп,195.76,44
2133,Макароны 450г Брэнд1 200г,Бакалея,Брэнд1,уп,1288.71,43
2134,Говядина лопатка Эконом 1кг,Мясо,Эконом,шт,389.22,48
2135,Кофе молотый 250г Эко 500г,Напитки,Эко,кг,1124.22,13
2136,Пельмени 800г Эко 0.5л,Заморозка,Эко,шт,1449.22,41
2137,Чай чёрный 100г Импорт 1кг,Напитки,Импорт,кг,420.0,44
2138,Огурцы Эконом 1кг,Овощи-фрукты,Эконом,уп,1419.54,18
2139,Морковь Локальный 100г,Овощи-фрукты,Локальный,л,1256.23,8
2140,Свёкла Фермер 1л,Овощи-фрукты,Фермер,л,453.96,1
2141,Рис 1кг Брэнд3 1кг,Бакалея,Брэнд3,кг,799.08,19
2142,Булочка сдобная Импорт 0.5л,Хлеб,Импорт,кг,476.36,19
2143,Сыр Российский 1кг Премиум 100г,Молочные,Премиум,уп,90.2,19
2144,Орехи 100г Своё 100г,Снеки,Своё,шт,747.9,1
2145,Свёкла Эконом 0.5л,Овощи-фрукты,Эконом,шт,103.36,9
2146,Огурцы Премиум,Овощи-фрукты,Премиум,кг,1431.92,46
2147,Треска филе Брэнд3 0.5л,Рыба,Брэнд3,кг,665.11,6
2148,Картофель Локальный 100г,Овощи-фрукты,Локальный,уп,1401.41,16
2149,Конфеты 250г Эко 1кг,Снеки,Эко,уп,1451.35,7
2150,Паста зубная 100мл Премиум 500г,Бытовая химия,Премиум,л,284.75,28
2151,Чай чёрный 100г Эконом,Напитки,Эконом,кг,1034.48,13
2152,Скумбрия х/к Брэнд3 1кг,Рыба,Брэнд3,кг,472.56,6
2153,Морковь Своё 0.5л,Овощи-фрукты,Своё,уп,832.37,25
2154,Печенье 200г Эко 100г,Снеки,Эко,кг,804.06,45
2155,Лук репчатый Импорт 0.5л,Овощи-фрукты,Импорт,л,718.52,28
2156,Сахар 1кг Эко 1кг,Бакалея,Эко,уп,70.68,36
2157,Кефир 1л Эко 100г,Молочные,Эко,кг,934.36,20
2158,Печенье 200г Локальный 1л,Снеки,Локальный,л,217.09,35
2159,Паста зубная 100мл Своё 500г,Бытовая химия,Своё,шт,1140.34,26
2160,Свинина шея Эко 0.5л,Мясо,Эко,шт,710.33,49
2161,Мыло 90г Импорт 1кг,Бытовая химия,Импорт,шт,154.45,18
2162,Порошок стиральный 3кг Брэнд2 500г,Бытовая химия,Брэнд2,шт,1238.25,37
2163,Соль 1кг Эконом,Бакалея,Эконом,шт,208.52,38
2164,Чай чёрный 100г Импорт 0.5л,Напитки,Импорт,шт,1061.31,34
2165,Говядина лопатка Импорт 0.5л,Мясо,Импорт,уп,230.51,44
2166,Вода 1.5л Брэнд3 500г,Напитки,Брэнд3,л,1087.14,1
2167,Конфеты 250г Фермер 1л,Снеки,Фермер,кг,198.62,1
2168,Говядина лопатка Своё 100г,Мясо,Своё,шт,393.39,7
2169,Соль 1кг Брэнд1,Бакалея,Брэнд1,уп,604.35,8
2170,Морковь Эко 1кг,Овощи-фрукты,Эко,кг,1235.8,35
2171,Скумбрия х/к Своё 0.5л,Рыба,Своё,уп,1293.19,40
2172,Курица тушка Эко 200г,Мясо,Эко,шт,301.67,48
2173,Кола 1.5л Локальный 200г,Напитки,Локальный,кг,729.95,19
2174,Картофель Брэнд2 1л,Овощи-фрукты,Брэнд2,уп,569.99,18
2175,Апельсины Эко 0.5л,Овощи-фрукты,Эко,шт,712.03,28
2176,Говядина лопатка Брэнд1 500г,Мясо,Брэнд1,уп,206.59,25
2177,Молоко 1л Своё 500г,Молочные,Своё,шт,978.31,43
2178,Булочка сдобная Фермер 100г,Хлеб,Фермер,л,1445.31,30
2179,Шампунь 400мл Фермер 500г,Бытовая химия,Фермер,шт,1473.18,23
2180,Гречка 900г Импорт 200г,Бакалея,Импорт,л,1356.75,34
2181,Бананы Импорт 100г,Овощи-фрукты,Импорт,кг,994.2,23
2182,Сок яблочный 1л Своё 500г,Напитки,Своё,уп,1081.32,9
2183,Треска филе Премиум 1кг,Рыба,Премиум,шт,1376.76,42
2184,Соль 1кг Эко 1кг,Бакалея,Эко,кг,876.78,33
2185,Шоколад 90г Импорт 500г,Снеки,Импорт,кг,1055.72,38
2186,Вареники 700г Своё 500г,Заморозка,Своё,уп,129.33,2
2187,Средство для посуды 500мл Брэнд3 200г,Бытовая химия,Брэнд3,шт,1007.93,32
2188,Мороженое 500мл Фермер 500г,Заморозка,Фермер,кг,1472.55,47
2189,Печенье 200г Локальный 100г,Снеки,Локальный,кг,1100.4,25
2190,Сухарики 40г Эко 100г,Снеки,Эко,шт,929.5,8
2191,Творог 200г Брэнд2 1кг,Молочные,Брэнд2,л,921.6,2
2192,Мороженое 500мл Брэнд3 500г,Заморозка,Брэнд3,шт,1057.13,25
2193,Свинина шея Своё 1л,Мясо,Своё,кг,317.71,32
2194,Мука пшеничная 2кг Премиум 200г,Бакалея,Премиум,кг,1120.97,28
2195,Орехи 100г Импорт,Снеки,Импорт,кг,156.45,2
2196,Вода 1.5л Брэнд2 200г,Напитки,Брэнд2,шт,1220.71,1
2197,Яблоки Эко 1л,Овощи-фрукты,Эко,шт,530.85,44
2198,Вино красное 0.75л Импорт 1кг,Напитки,Импорт,кг,1253.63,37
2199,Орехи 100г Фермер 1л,Снеки,Фермер,л,554.03,36
2200,Средство для посуды 500мл Брэнд3,Бытовая химия,Брэнд3,шт,675.15,41
2201,Бананы Брэнд2 1л,Овощи-фрукты,Брэнд2,шт,216.97,34
2202,Морковь Брэнд2 100г,Овощи-фрукты,Брэнд2,уп,368.94,39
2203,Масло растительное 1л Эконом 100г,Бакалея,Эконом,кг,1237.35,19
2204,Мороженое 500мл Премиум 1кг,Заморозка,Премиум,л,129.89,11
2205,Вареники 700г Премиум 100г,Заморозка,Премиум,кг,1284.2,40
2206,Гречка 900г Премиум 1кг,Бакалея,Премиум,шт,832.53,8
2207,Батон нарезной Фермер 500г,Хлеб,Фермер,шт,77.44,27
2208,Скумбрия х/к Локальный 500г,Рыба,Локальный,шт,234.75,36
2209,Орехи 100г Эконом,Снеки,Эконом,шт,376.36,5
2210,Конфеты 250г Своё 1л,Снеки,Своё,шт,538.39,5
2211,Пицца зам. 400г Эко 1л,Заморозка,Эко,шт,1334.65,31
2212,Пицца зам. 400г Брэнд3 500г,Заморозка,Брэнд3,шт,182.97,32
2213,Гречка 900г Локальный 0.5л,Бакалея,Локальный,л,664.33,20
2214,Печенье 200г Локальный 100г,Снеки,Локальный,шт,68.74,13
2215,Масло растительное 1л Своё,Бакалея,Своё,уп,1032.45,48
2216,Кефир 1л Импорт 1кг,Молочные,Импорт,шт,599.07,25
2217,Кофе молотый 250г Брэнд3 1кг,Напитки,Брэнд3,уп,837.83,8
2218,Мука пшеничная 2кг Брэнд2 1л,Бакалея,Брэнд2,л,547.13,22
2219,Свёкла Брэнд1 200г,Овощи-фрукты,Брэнд1,кг,165.23,1
2220,Минтай с/м Эко 0.5л,Рыба,Эко,шт,1486.68,1
2221,Мыло 90г Локальный,Бытовая химия,Локальный,шт,142.62,9
2222,Мука пшеничная 2кг Брэнд3 500г,Бакалея,Брэнд3,шт,491.77,39
2223,Сок яблочный 1л Локальный 500г,Напитки,Локальный,кг,921.0,31
2224,Кола 1.5л Брэнд2 0.5л,Напитки,Брэнд2,шт,142.28,35
2225,Сельдь с/с Фермер 0.5л,Рыба,Фермер,л,1349.53,15
2226,Мука пшеничная 2кг Премиум 500г,Бакалея,Премиум,л,1307.39,16
2227,Макароны 450г Премиум 500г,Бакалея,Премиум,шт,109.38,27
2228,Пиво 0.5л Своё 1кг,Напитки,Своё,л,145.32,9
2229,Порошок стиральный 3кг Импорт 200г,Бытовая химия,Импорт,л,1120.61,14
2230,Курица тушка Эконом 0.5л,Мясо,Эконом,кг,82.73,16
2231,Кофе молотый 250г Фермер 0.5л,Напитки,Фермер,уп,1430.98,2
2232,Рис 1кг Брэнд1 500г,Бакалея,Брэнд1,л,894.71,20
2233,Орехи 100г Брэнд2 100г,Снеки,Брэнд2,л,1286.22,25
2234,Рис 1кг Брэнд1,Бакалея,Брэнд1,уп,595.45,3
2235,Минтай с/м Локальный 1кг,Рыба,Локальный,кг,1000.09,35
2236,Сметана 300г Премиум 100г,Молочные,Премиум,л,1407.72,39
2237,Сухарики 40г Эконом,Снеки,Эконом,л,1221.06,38
2238,Сельдь с/с Брэнд1 500г,Рыба,Брэнд1,уп,1302.64,47
2239,Мороженое 500мл Брэнд1,Заморозка,Брэнд1,шт,843.34,47
2240,Мороженое 500мл Премиум,Заморозка,Премиум,уп,653.04,47
2241,Хлеб чёрный Импорт 500г,Хлеб,Импорт,кг,1441.65,30
2242,Чипсы 80г Локальный 200г,Снеки,Локальный,шт,442.63,44
2243,Пицца зам. 400г Премиум 100г,Заморозка,Премиум,кг,1163.87,19
2244,Помидоры Своё 1кг,Овощи-фрукты,Своё,шт,934.85,24
2245,Треска филе Премиум,Рыба,Премиум,шт,212.73,37
2246,Кола 1.5л Эконом,Напитки,Эконом,л,1275.96,29
2247,Сахар 1кг Брэнд1 1кг,Бакалея,Брэнд1,шт,715.67,23
2248,Соль 1кг Импорт 200г,Бакалея,Импорт,уп,116.12,6
2249,Треска филе Своё 1л,Рыба,Своё,л,1431.34,29
2250,Колбаса варёная Премиум,Мясо,Премиум,л,411.52,32
2251,Свинина шея Локальный 0.5л,Мясо,Локальный,кг,245.95,40
2252,Сок яблочный 1л Брэнд1 200г,Напитки,Брэнд1,шт,992.26,12
2253,Чай чёрный 100г Импорт,Напитки,Импорт,уп,882.44,3
2254,Хлеб белый Локальный 100г,Хлеб,Локальный,л,1463.67,2
2255,Чай чёрный 100г Эконом 1л,Напитки,Эконом,шт,912.85,23
2256,Масло сливочное 180г Брэнд2 1л,Молочные,Брэнд2,уп,196.38,5
2257,Лосось охл. Локальный 500г,Рыба,Локальный,л,1248.83,44
2258,Капуста Брэнд2 0.5л,Овощи-фрукты,Брэнд2,уп,1317.5,10
2259,Кефир 1л Эконом 1л,Молочные,Эконом,л,522.43,27
2260,Паста зубная 100мл Эконом 1кг,Бытовая химия,Эконом,л,944.22,11
2261,Яблоки Брэнд1 500г,Овощи-фрукты,Брэнд1,кг,1370.45,2
2262,Масло сливочное 180г Своё 200г,Молочные,Своё,л,780.87,50
2263,Чипсы 80г Импорт,Снеки,Импорт,л,1411.71,25
2264,Порошок стиральный 3кг Своё 100г,Бытовая химия,Своё,кг,590.2,42
2265,Йогурт 150г Брэнд2 200г,Молочные,Брэнд2,уп,822.28,8
2266,Средство для посуды 500мл Импорт,Бытовая химия,Импорт,шт,922.44,43
2267,Макароны 450г Импорт 1кг,Бакалея,Импорт,л,425.7,37
2268,Картофель Локальный 500г,Овощи-фрукты,Локальный,кг,1204.54,24
2269,Минтай с/м Фермер 500г,Рыба,Фермер,шт,1048.82,29
2270,Вино красное 0.75л Эко 500г,Напитки,Эко,шт,547.42,33
2271,Сыр Российский 1кг Эконом 0.5л,Молочные,Эконом,уп,919.67,29
2272,Печенье 200г Эко 200г,Снеки,Эко,кг,1390.8,16
2273,Шоколад 90г Эко 0.5л,Снеки,Эко,кг,920.15,19
2274,Помидоры Эконом 100г,Овощи-фрукты,Эконом,шт,630.5,33
2275,Говядина лопатка Своё 1кг,Мясо,Своё,кг,1352.81,30
2276,Молоко 1л Брэнд3 100г,Молочные,Брэнд3,уп,417.16,36
2277,Пиво 0.5л Фермер 0.5л,Напитки,Фермер,шт,215.8,3
2278,Порошок стиральный 3кг Эко 100г,Бытовая химия,Эко,кг,1485.2,9
2279,Гречка 900г Импорт 1кг,Бакалея,Импорт,уп,550.92,26
2280,Кофе молотый 250г Импорт 200г,Напитки,Импорт,л,204.97,22
2281,Батон нарезной Своё 1л,Хлеб,Своё,шт,1491.38,3
2282,Сыр Российский 1кг Эконом 1кг,Молочные,Эконом,уп,957.32,48
2283,Порошок стиральный 3кг Эко 500г,Бытовая химия,Эко,уп,1059.17,47
2284,Колбаса варёная Своё,Мясо,Своё,шт,253.82,1
2285,Батон нарезной Своё 500г,Хлеб,Своё,уп,587.68,29
2286,Колбаса варёная Импорт 0.5л,Мясо,Импорт,л,1418.81,7
2287,Минтай с/м Премиум 1кг,Рыба,Премиум,л,100.98,34
2288,Паста зубная 100мл Импорт 1л,Бытовая химия,Импорт,уп,449.33,25
2289,Лук репчатый Брэнд3 200г,Овощи-фрукты,Брэнд3,шт,1226.56,48
2290,Шампунь 400мл Локальный 1кг,Бытовая химия,Локальный,л,875.45,40
2291,Лук репчатый Брэнд2 500г,Овощи-фрукты,Брэнд2,л,273.42,19
2292,Треска филе Фермер 1кг,Рыба,Фермер,кг,1331.46,19
2293,Пицца зам. 400г Премиум 1л,Заморозка,Премиум,шт,1389.04,43
2294,Треска филе Брэнд3 100г,Рыба,Брэнд3,кг,841.68,33
2295,Сухарики 40г Брэнд3 100г,Снеки,Брэнд3,шт,1440.99,35
2296,Масло растительное 1л Локальный 100г,Бакалея,Локальный,уп,1253.78,2
2297,Яблоки Локальный 500г,Овощи-фрукты,Локальный,уп,1106.17,34
2298,Свинина шея Фермер 500г,Мясо,Фермер,шт,1082.89,8
2299,Мука пшеничная 2кг Эко 1кг,Бакалея,Эко,л,157.69,9
2300,Треска филе Брэнд2 500г,Рыба,Брэнд2,шт,1124.09,15
2301,Вино красное 0.75л Брэнд2 500г,Напитки,Брэнд2,кг,775.38,18
2302,Сахар 1кг Импорт 0.5л,Бакалея,Импорт,шт,1069.01,21
2303,Паста зубная 100мл Брэнд1 1кг,Бытовая химия,Брэнд1,шт,1400.58,34
2304,Лук репчатый Локальный,Овощи-фрукты,Локальный,шт,1425.3,41
