sale_id,sale_datetime,customer_id,product_id,quantity,unit_price,total_amount,payment_type,store_id
7658,2024-03-06 16:21:00,13284,10695,4,143.53,574.12,наличные,9
7659,2024-01-10 20:48:00,15576,14874,1,1057.41,1057.41,наличные,9
7660,2024-02-01 18:39:00,112,21262,3,809.34,2428.02,карта,10
7661,2024-09-28 10:22:00,22273,10225,4,1345.75,5383.0,наличные,3
7662,2024-01-31 18:25:00,7416,5749,1,312.42,312.42,наличные,1
7663,2024-01-13 09:49:00,17820,10058,4,1367.38,5469.52,карта,3
7664,2024-06-21 17:24:00,3494,4628,4,1254.25,5017.0,карта,7
7665,2024-05-19 08:56:00,571,8927,1,951.03,951.03,онлайн,4
7666,2024-10-08 19:56:00,12124,8106,4,1430.43,5721.72,наличные,1
7667,2024-09-15 11:06:00,6562,12664,3,1202.81,3608.43,наличные,3
7668,2024-10-01 08:18:00,14659,1576,3,298.52,895.56,онлайн,6
7669,2024-07-08 09:26:00,7557,19548,1,368.46,368.46,карта,3
7670,2024-11-08 09:23:00,1583,19709,4,76.18,304.72,наличные,8
7671,2024-11-01 12:04:00,12252,10047,4,172.52,690.08,онлайн,4
7672,2024-03-16 18:33:00,11944,10195,5,1296.44,6482.2,карта,6
7673,2024-06-25 09:28:00,10148,16143,4,843.71,3374.84,карта,9
7674,2024-04-04 20:00:00,1043,2913,5,1023.29,5116.45,наличные,4
7675,2024-03-19 15:57:00,17769,2189,2,1100.4,2200.8,онлайн,7
7676,2024-10-15 09:53:00,9923,19277,3,917.88,2753.64,карта,3
7677,2024-07-06 08:49:00,16002,2771,1,1353.52,1353.52,карта,9
7678,2024-11-20 20:53:00,2506,8654,3,153.54,460.62,карта,4
7679,2024-07-06 11:45:00,14517,9382,4,1087.78,4351.12,онлайн,4
7680,2024-10-27 10:30:00,12596,125,3,670.17,2010.51,онлайн,9
7681,2024-11-23 16:16:00,15313,15316,5,626.1,3130.5,онлайн,7
7682,2024-01-23 10:13:00,2149,14676,5,1024.86,5124.3,карта,1
7683,2024-08-28 09:50:00,9766,22270,3,1400.75,4202.25,наличные,9
7684,2024-11-12 18:47:00,23116,14195,2,932.64,1865.28,наличные,6
7685,2024-06-03 18:49:00,15599,10986,5,589.18,2945.9,онлайн,2
7686,2024-04-21 15:30:00,5226,19794,3,202.65,607.95,наличные,8
7687,2024-06-21 19:04:00,10013,12877,4,76.01,304.04,онлайн,3
7688,2024-06-17 10:56:00,18284,19445,1,1037.92,1037.92,карта,8
7689,2024-06-13 21:08:00,23556,14735,3,151.82,455.46,онлайн,10
7690,2024-05-08 20:57:00,18450,22558,1,1088.6,1088.6,карта,1
7691,2024-03-25 18:58:00,16106,23897,4,645.13,2580.52,наличные,9
7692,2024-07-20 13:14:00,10377,19273,1,1290.96,1290.96,онлайн,10
7693,2024-07-09 18:03:00,19899,22757,4,110.89,443.56,онлайн,2
7694,2024-02-12 19:42:00,2422,9266,4,236.23,944.92,карта,3
7695,2024-09-05 18:07:00,24230,20192,1,565.14,565.14,карта,10
7696,2024-06-03 15:24:00,11007,11145,4,1310.26,5241.04,онлайн,2
7697,2024-11-12 11:47:00,19529,19388,5,1293.71,6468.55,карта,6
7698,2024-12-15 16:41:00,14192,3338,1,536.49,536.49,онлайн,1
7699,2024-05-31 09:05:00,10849,4560,1,1165.74,1165.74,наличные,4
7700,2024-11-05 21:31:00,5042,15743,4,1037.42,4149.68,онлайн,4
7701,2024-06-26 17:40:00,1796,21352,1,585.52,585.52,онлайн,6
7702,2024-11-17 15:39:00,19146,9005,3,1391.37,4174.11,карта,5
7703,2024-01-07 14:54:00,9249,4115,3,818.03,2454.09,наличные,5
7704,2024-01-11 08:22:00,12704,5438,5,1221.81,6109.05,онлайн,10
7705,2024-12-31 10:51:00,14407,10181,1,521.46,521.46,онлайн,3
7706,2024-02-23 11:14:00,9685,3158,4,1031.67,4126.68,онлайн,7
7707,2024-06-20 19:57:00,22172,18423,4,862.87,3451.48,карта,3
7708,2024-03-26 10:33:00,22175,22487,2,1406.8,2813.6,карта,7
7709,2024-05-09 14:47:00,3102,3108,3,56.33,168.99,онлайн,8
7710,2024-10-20 14:10:00,12620,24509,2,896.15,1792.3,онлайн,8
7711,2024-04-22 14:13:00,3283,23775,4,58.07,232.28,карта,9
7712,2024-12-23 17:48:00,14992,21951,1,409.98,409.98,наличные,10
7713,2024-10-24 21:30:00,5318,666,1,467.18,467.18,карта,2
7714,2024-09-15 16:01:00,12232,7194,1,1167.56,1167.56,онлайн,10
7715,2024-05-12 15:53:00,3691,21288,2,722.0,1444.0,карта,5
7716,2024-10-14 13:15:00,24602,6078,3,87.79,263.37,карта,9
7717,2024-12-01 08:33:00,17708,20216,4,398.76,1595.04,карта,3
7718,2024-07-26 08:22:00,3382,14339,2,164.73,329.46,онлайн,8
7719,2024-03-22 12:52:00,1235,12091,1,472.69,472.69,онлайн,3
7720,2024-02-10 09:17:00,20873,18944,4,735.9,2943.6,карта,10
7721,2024-05-17 17:04:00,3324,13818,2,767.79,1535.58,онлайн,10
7722,2024-10-04 08:01:00,20466,23647,4,1038.64,4154.56,наличные,3
7723,2024-10-26 13:06:00,15374,5302,5,1202.31,6011.55,наличные,10
7724,2024-10-14 09:24:00,7677,23365,4,1335.11,5340.44,онлайн,8
7725,2024-03-14 16:39:00,17174,10521,5,118.89,594.45,наличные,10
7726,2024-11-10 15:55:00,4377,4370,4,913.01,3652.04,карта,8
7727,2024-09-05 20:19:00,18256,15648,1,366.36,366.36,наличные,5
7728,2024-11-15 21:00:00,14475,19747,4,1386.45,5545.8,наличные,2
7729,2024-07-30 11:12:00,21357,2188,1,1472.55,1472.55,онлайн,8
7730,2024-01-09 17:45:00,11148,18674,5,1030.8,5154.0,онлайн,4
7731,2024-11-10 11:40:00,20442,6185,1,283.79,283.79,онлайн,1
7732,2024-10-16 12:28:00,14823,24165,5,1437.18,7185.9,карта,6
7733,2024-03-15 08:39:00,22468,18690,4,802.35,3209.4,карта,4
7734,2024-03-27 08:26:00,3490,5107,5,152.2,761.0,наличные,3
7735,2024-07-21 17:00:00,213,4654,5,536.14,2680.7,наличные,7
7736,2024-09-08 14:07:00,18578,12678,4,523.57,2094.28,онлайн,1
7737,2024-12-22 10:43:00,19551,5635,3,242.54,727.62,онлайн,7
7738,2024-12-19 13:16:00,23375,8566,3,1495.13,4485.39,наличные,4
7739,2024-12-11 20:04:00,21232,1890,3,443.27,1329.81,онлайн,5
7740,2024-03-19 09:52:00,15776,6653,2,843.7,1687.4,карта,3
7741,2024-11-08 12:05:00,6258,16773,5,1160.65,5803.25,карта,10
7742,2024-12-03 12:17:00,11033,8784,4,617.66,2470.64,наличные,8
7743,2024-06-04 09:55:00,3767,1500,3,41.58,124.74,онлайн,9
7744,2024-07-03 16:32:00,23781,1093,1,1017.97,1017.97,онлайн,4
7745,2024-05-15 21:07:00,5188,23216,5,128.89,644.45,наличные,10
7746,2024-06-27 10:16:00,17724,6801,5,1179.19,5895.95,онлайн,10
7747,2024-03-02 16:18:00,10887,6470,3,705.28,2115.84,карта,8
7748,2024-11-06 17:37:00,22664,1841,5,838.28,4191.4,карта,5
7749,2024-09-20 21:02:00,11883,23321,2,764.36,1528.72,карта,7
7750,2024-10-02 15:26:00,2671,20142,3,75.77,227.31,наличные,3
7751,2024-09-18 12:02:00,13376,16057,4,225.76,903.04,онлайн,7
7752,2024-05-19 13:31:00,2831,3482,4,84.42,337.68,наличные,7
7753,2024-09-17 17:07:00,287,6233,4,425.47,1701.88,онлайн,3
7754,2024-11-09 15:33:00,2234,7309,2,81.01,162.02,карта,3
7755,2024-09-02 11:17:00,2773,5730,5,302.75,1513.75,онлайн,4
7756,2024-09-14 21:18:00,24527,20003,3,917.42,2752.26,карта,9
7757,2024-12-25 17:04:00,15100,14122,5,357.97,1789.85,карта,6
7758,2024-06-30 19:07:00,19678,4195,1,875.45,875.45,онлайн,1
7759,2024-04-25 13:09:00,24873,20083,4,996.48,3985.92,наличные,7
7760,2024-08-22 13:24:00,11954,2452,1,467.59,467.59,наличные,1
7761,2024-08-19 19:50:00,3205,20094,3,659.96,1979.88,наличные,7
7762,2024-10-07 13:24:00,9368,3362,5,622.09,3110.45,онлайн,7
7763,2024-12-08 12:33:00,3193,821,2,1350.47,2700.94,онлайн,6
7764,2024-08-03 13:53:00,5275,4462,4,1286.81,5147.24,онлайн,6
7765,2024-09-15 13:14:00,16816,18872,1,233.54,233.54,онлайн,6
7766,2024-11-29 14:13:00,5431,24900,1,345.51,345.51,наличные,5
7767,2024-06-29 20:59:00,24727,11739,4,68.97,275.88,карта,10
7768,2024-07-17 08:40:00,12884,22002,1,1079.97,1079.97,онлайн,3
7769,2024-07-09 18:06:00,13509,19566,4,901.14,3604.56,наличные,10
7770,2024-08-16 20:34:00,14644,14964,4,131.37,525.48,онлайн,8
7771,2024-10-21 21:21:00,778,17514,3,517.83,1553.49,онлайн,10
7772,2024-06-21 08:05:00,22844,9971,5,896.6,4483.0,наличные,6
7773,2024-05-27 19:53:00,4338,19591,2,842.71,1685.42,онлайн,5
7774,2024-02-17 12:29:00,5418,23437,1,531.05,531.05,карта,4
7775,2024-11-09 19:17:00,10187,4503,4,726.78,2907.12,наличные,2
7776,2024-08-04 18:58:00,6998,22597,2,710.88,1421.76,наличные,8
7777,2024-12-09 16:04:00,9422,11183,5,571.31,2856.55,карта,4
7778,2024-12-18 19:27:00,24033,9837,2,321.43,642.86,онлайн,4
7779,2024-08-25 13:50:00,2075,22149,5,912.3,4561.5,наличные,10
7780,2024-05-19 16:10:00,14236,3430,5,1445.75,7228.75,наличные,1
7781,2024-03-30 11:30:00,4493,24657,4,1050.07,4200.28,онлайн,7
7782,2024-01-02 11:41:00,728,23824,5,582.52,2912.6,карта,7
7783,2024-08-29 20:44:00,2474,8829,5,248.93,1244.65,карта,7
7784,2024-05-24 11:37:00,6718,5607,4,896.01,3584.04,наличные,4
7785,2024-03-31 08:38:00,4172,17633,2,831.31,1662.62,карта,1
7786,2024-07-04 13:09:00,22692,18880,4,1250.05,5000.2,наличные,6
7787,2024-06-01 18:48:00,23318,4569,1,998.27,998.27,онлайн,3
7788,2024-07-03 08:53:00,21690,6715,2,488.44,976.88,онлайн,7
7789,2024-03-09 10:59:00,17871,21918,5,1158.03,5790.15,онлайн,8
7790,2024-12-19 13:45:00,19774,19292,4,1448.42,5793.68,карта,10
7791,2024-01-19 11:29:00,1065,19668,5,1370.59,6852.95,карта,5
7792,2024-12-05 20:39:00,2280,19480,3,704.25,2112.75,наличные,5
7793,2024-07-15 11:12:00,19818,17253,2,992.63,1985.26,карта,9
7794,2024-06-22 16:19:00,21003,18130,2,1309.38,2618.76,карта,4
7795,2024-10-05 21:31:00,13342,8188,3,947.01,2841.03,карта,3
7796,2024-04-29 16:52:00,2011,6096,2,929.96,1859.92,карта,9
7797,2024-07-24 13:22:00,1968,4628,1,1254.25,1254.25,наличные,3
7798,2024-06-11 15:22:00,22323,14041,1,212.4,212.4,онлайн,2
7799,2024-05-29 19:19:00,18012,8238,2,668.59,1337.18,карта,1
7800,2024-04-25 12:59:00,9203,20984,2,226.33,452.66,наличные,6
7801,2024-10-19 19:22:00,20891,22669,1,1173.53,1173.53,онлайн,7
7802,2024-09-14 21:13:00,4133,21490,3,1106.91,3320.73,наличные,5
7803,2024-11-02 17:21:00,3124,22538,5,743.36,3716.8,наличные,7
7804,2024-09-02 16:51:00,9620,4279,5,250.62,1253.1,онлайн,2
7805,2024-02-08 09:36:00,8989,964,5,1201.25,6006.25,наличные,9
7806,2024-09-23 20:38:00,6112,16254,5,1302.16,6510.8,онлайн,4
7807,2024-07-04 16:41:00,18290,18602,2,271.57,543.14,наличные,8
7808,2024-02-18 18:48:00,21418,402,1,1188.3,1188.3,наличные,5
7809,2024-04-15 13:26:00,16193,7251,3,186.73,560.19,онлайн,7
7810,2024-12-05 17:52:00,17271,7789,2,681.25,1362.5,карта,3
7811,2024-11-07 20:38:00,16302,19353,1,544.04,544.04,онлайн,3
7812,2024-11-12 17:39:00,587,17334,5,758.77,3793.85,карта,1
7813,2024-03-30 14:31:00,13211,20150,4,57.24,228.96,наличные,6
7814,2024-11-01 11:54:00,2127,23980,1,1063.13,1063.13,онлайн,9
7815,2024-03-01 12:05:00,19966,6402,3,827.71,2483.13,онлайн,4
7816,2024-12-02 12:08:00,14826,10914,3,1398.74,4196.22,онлайн,2
7817,2024-04-14 19:28:00,4048,12608,5,846.31,4231.55,наличные,1
7818,2024-05-06 11:42:00,6838,4600,4,1058.87,4235.48,карта,9
7819,2024-12-27 10:32:00,13112,19044,4,652.7,2610.8,наличные,8
7820,2024-01-07 13:14:00,24339,4502,1,193.02,193.02,онлайн,4
7821,2024-07-23 15:19:00,1356,4597,3,984.07,2952.21,карта,10
7822,2024-01-29 13:07:00,9139,11413,3,327.31,981.93,наличные,5
7823,2024-04-06 11:47:00,8045,11969,5,700.48,3502.4,карта,3
7824,2024-08-18 16:55:00,14227,5251,4,861.43,3445.72,онлайн,8
7825,2024-08-05 08:30:00,2232,409,2,301.63,603.26,карта,9
7826,2024-03-20 16:49:00,5372,20604,4,1197.85,4791.4,онлайн,1
7827,2024-04-23 21:14:00,13141,20407,2,48.82,97.64,онлайн,9
7828,2024-05-08 15:35:00,18408,4366,1,1469.46,1469.46,карта,6
7829,2024-07-06 17:40:00,22355,22384,3,570.74,1712.22,карта,8
7830,2024-03-09 16:52:00,3987,6681,2,1092.89,2185.78,наличные,10
7831,2024-12-05 21:41:00,11475,19073,5,746.59,3732.95,онлайн,1
7832,2024-04-20 18:25:00,7411,6494,3,120.92,362.76,карта,2
7833,2024-12-29 17:43:00,11116,8464,5,777.48,3887.4,карта,2
7834,2024-03-14 08:59:00,9658,24708,5,1312.91,6564.55,карта,2
7835,2024-01-18 21:18:00,13435,4905,1,582.17,582.17,онлайн,3
7836,2024-04-22 09:37:00,5688,17130,5,421.2,2106.0,карта,7
7837,2024-01-01 19:09:00,23894,13999,4,1366.12,5464.48,наличные,10
7838,2024-10-03 18:51:00,21271,23822,2,230.91,461.82,карта,8
7839,2024-03-11 08:53:00,1364,23602,4,424.7,1698.8,онлайн,7
7840,2024-04-02 08:27:00,18488,22832,5,1328.64,6643.2,онлайн,4
7841,2024-01-05 16:49:00,3931,22500,1,706.5,706.5,наличные,6
7842,2024-10-12 16:20:00,23265,14072,5,1253.01,6265.05,онлайн,4
7843,2024-03-04 13:35:00,21327,5189,2,1083.0,2166.0,онлайн,5
7844,2024-11-17 08:04:00,6023,5391,4,877.68,3510.72,онлайн,2
7845,2024-05-06 15:30:00,10609,12935,2,1309.72,2619.44,онлайн,3
7846,2024-01-29 15:55:00,20646,23162,1,1276.71,1276.71,наличные,3
7847,2024-06-18 21:00:00,7467,23391,2,553.33,1106.66,онлайн,1
7848,2024-09-21 19:26:00,11773,6916,5,838.29,4191.45,карта,6
7849,2024-05-17 14:19:00,10909,21346,4,1183.49,4733.96,карта,7
7850,2024-12-25 20:01:00,6922,24269,1,1244.37,1244.37,карта,7
7851,2024-11-19 10:36:00,23872,11685,5,907.21,4536.05,карта,3
7852,2024-06-13 19:17:00,5784,16115,4,1089.05,4356.2,карта,10
7853,2024-08-15 11:46:00,17253,13352,2,850.89,1701.78,карта,7
7854,2024-10-14 11:07:00,1891,18322,2,97.28,194.56,наличные,1
7855,2024-02-10 17:05:00,16551,7581,5,1023.3,5116.5,онлайн,7
7856,2024-07-21 18:38:00,18697,21779,4,543.84,2175.36,карта,6
7857,2024-08-02 11:55:00,22638,22243,2,775.67,1551.34,карта,4
7858,2024-04-03 08:02:00,18267,22599,5,1295.95,6479.75,карта,3
7859,2024-10-27 18:36:00,9625,22432,5,364.99,1824.95,карта,4
7860,2024-11-26 19:59:00,5738,14784,1,468.21,468.21,онлайн,2
7861,2024-10-19 21:46:00,18070,21942,4,176.43,705.72,карта,6
7862,2024-09-02 16:50:00,1015,20478,4,1020.53,4082.12,онлайн,6
7863,2024-12-17 19:39:00,20435,1902,5,1013.35,5066.75,карта,8
7864,2024-09-11 17:22:00,24228,1315,1,847.05,847.05,карта,8
7865,2024-02-15 16:53:00,19895,14743,2,1278.89,2557.78,онлайн,4
7866,2024-11-02 20:24:00,7833,4076,3,1431.8,4295.4,карта,5
7867,2024-12-23 11:36:00,5628,10554,5,1285.78,6428.9,онлайн,9
7868,2024-12-19 16:48:00,18872,13943,1,169.04,169.04,онлайн,2
7869,2024-01-24 09:02:00,12862,18583,3,933.94,2801.82,онлайн,5
7870,2024-04-02 14:33:00,21352,23891,1,654.19,654.19,онлайн,1
7871,2024-11-21 19:43:00,15030,19062,5,311.99,1559.95,онлайн,3
7872,2024-11-19 13:34:00,16858,8720,3,76.24,228.72,карта,2
7873,2024-07-18 19:10:00,2458,4901,2,191.76,383.52,наличные,2
7874,2024-04-04 18:08:00,15347,15474,4,817.95,3271.8,наличные,8
7875,2024-01-28 18:00:00,2820,16982,1,1183.6,1183.6,онлайн,10
7876,2024-09-05 19:04:00,9791,14691,4,413.42,1653.68,онлайн,6
7877,2024-08-22 20:16:00,2636,7069,5,880.86,4404.3,наличные,10
7878,2024-05-06 14:04:00,13421,18006,1,838.59,838.59,онлайн,3
7879,2024-12-29 20:15:00,16741,15027,4,1204.22,4816.88,онлайн,9
7880,2024-01-27 19:04:00,12633,23337,5,412.38,2061.9,наличные,6
7881,2024-09-14 16:29:00,20635,7726,2,1439.81,2879.62,онлайн,7
7882,2024-05-18 14:30:00,3428,7210,2,1436.79,2873.58,наличные,2
7883,2024-02-13 18:26:00,4900,20221,1,231.8,231.8,наличные,9
7884,2024-06-19 18:25:00,18996,12701,3,323.57,970.71,онлайн,6
7885,2024-05-20 10:38:00,12460,22674,1,629.09,629.09,онлайн,8
7886,2024-12-18 21:49:00,6626,7178,3,494.74,1484.22,онлайн,1
7887,2024-07-08 15:03:00,7376,4421,1,1248.37,1248.37,онлайн,4
7888,2024-04-28 17:00:00,19103,24543,1,318.14,318.14,карта,2
7889,2024-10-04 13:21:00,812,8234,4,332.12,1328.48,карта,10
7890,2024-10-30 19:05:00,7799,787,4,36.38,145.52,онлайн,2
7891,2024-08-10 16:46:00,22478,13139,3,478.54,1435.62,карта,8
7892,2024-04-14 10:51:00,23305,629,5,345.63,1728.15,онлайн,8
7893,2024-10-31 20:31:00,11939,8325,5,598.82,2994.1,карта,2
7894,2024-06-01 17:52:00,24708,4795,2,695.37,1390.74,онлайн,10
7895,2024-02-10 13:16:00,10822,15306,4,679.48,2717.92,карта,8
7896,2024-09-19 16:04:00,495,1274,2,567.42,1134.84,онлайн,9
7897,2024-11-23 18:18:00,1226,22019,4,1484.29,5937.16,наличные,5
7898,2024-07-08 19:09:00,9938,20379,1,71.51,71.51,карта,3
7899,2024-11-25 17:33:00,11892,13378,4,799.71,3198.84,карта,10
7900,2024-05-09 08:49:00,3429,3148,3,436.48,1309.44,онлайн,1
7901,2024-05-05 09:50:00,5971,17627,4,938.89,3755.56,наличные,8
7902,2024-06-30 19:23:00,8986,10701,5,1009.43,5047.15,наличные,3
7903,2024-11-27 11:03:00,3294,17773,3,1157.08,3471.24,онлайн,5
7904,2024-04-24 10:21:00,3796,6163,2,1332.76,2665.52,онлайн,7
7905,2024-06-20 08:14:00,21127,4999,3,1187.19,3561.57,наличные,9
7906,2024-07-08 16:50:00,8944,16998,4,1063.1,4252.4,карта,10
7907,2024-11-04 17:07:00,6882,5488,2,515.74,1031.48,онлайн,3
7908,2024-02-04 16:28:00,23525,9206,4,962.77,3851.08,карта,5
7909,2024-10-02 19:11:00,19836,7137,2,1390.58,2781.16,наличные,6
7910,2024-08-24 16:44:00,21998,5540,5,483.24,2416.2,наличные,6
7911,2024-08-31 15:32:00,20953,17341,5,1096.1,5480.5,онлайн,9
7912,2024-05-18 11:27:00,23522,21867,1,996.59,996.59,карта,4
7913,2024-09-19 12:47:00,9263,8244,3,1072.7,3218.1,карта,6
7914,2024-09-11 15:32:00,7186,21692,4,455.7,1822.8,онлайн,6
7915,2024-02-02 09:00:00,23059,5906,1,707.05,707.05,карта,4
7916,2024-01-04 10:38:00,18147,20706,3,820.11,2460.33,наличные,9
7917,2024-04-04 13:23:00,18788,14909,3,735.77,2207.31,карта,9
7918,2024-08-23 08:38:00,3686,12478,2,391.41,782.82,карта,2
7919,2024-01-07 10:40:00,14176,455,3,638.48,1915.44,онлайн,3
7920,2024-05-11 13:18:00,13568,1008,1,1126.78,1126.78,онлайн,4
7921,2024-05-24 14:31:00,24192,19717,4,1245.98,4983.92,карта,9
7922,2024-03-06 09:49:00,16410,576,5,1175.09,5875.45,карта,4
7923,2024-05-01 12:25:00,20055,14030,3,217.6,652.8,онлайн,6
7924,2024-06-10 17:26:00,16278,7037,5,1338.34,6691.7,карта,1
7925,2024-12-12 13:30:00,8986,21956,1,210.51,210.51,наличные,9
7926,2024-04-29 14:45:00,18435,23187,4,76.55,306.2,наличные,7
7927,2024-02-05 11:16:00,17561,24905,5,753.62,3768.1,наличные,8
7928,2024-11-15 12:59:00,3564,12270,1,1431.61,1431.61,карта,4
7929,2024-07-21 08:08:00,8550,12030,5,1311.5,6557.5,онлайн,10
7930,2024-05-03 09:47:00,20979,4770,5,283.76,1418.8,наличные,5
7931,2024-07-09 17:34:00,12746,11648,3,223.82,671.46,наличные,9
7932,2024-05-16 08:22:00,9254,7897,1,428.35,428.35,карта,7
7933,2024-06-18 13:03:00,3330,13927,4,1286.66,5146.64,наличные,7
7934,2024-12-04 17:01:00,13213,2139,1,1256.23,1256.23,онлайн,9
7935,2024-10-06 08:42:00,15996,16222,3,1101.56,3304.68,наличные,9
7936,2024-11-04 19:03:00,2777,3550,3,822.48,2467.44,карта,8
7937,2024-08-07 19:22:00,10668,3187,4,32.15,128.6,наличные,1
7938,2024-07-23 21:59:00,9477,13918,1,1425.98,1425.98,карта,1
7939,2024-01-05 12:23:00,20319,20582,5,793.32,3966.6,наличные,6
7940,2024-04-06 11:45:00,4613,24095,5,151.47,757.35,наличные,10
7941,2024-05-03 10:35:00,23970,13894,2,544.06,1088.12,наличные,10
7942,2024-02-16 18:43:00,15551,6758,4,1232.7,4930.8,карта,5
7943,2024-01-01 09:20:00,1626,12497,1,1078.55,1078.55,наличные,7
7944,2024-10-22 17:00:00,16146,125,3,670.17,2010.51,наличные,7
7945,2024-12-10 20:05:00,24860,11939,1,411.55,411.55,карта,4
7946,2024-12-23 21:48:00,12482,3195,3,180.84,542.52,онлайн,5
7947,2024-11-17 17:50:00,5714,11415,5,1250.11,6250.55,онлайн,7
7948,2024-04-22 08:58:00,1296,6878,2,1004.01,2008.02,карта,1
7949,2024-02-21 20:41:00,15620,7749,1,673.72,673.72,наличные,9
7950,2024-04-05 13:34:00,664,6632,1,1365.04,1365.04,карта,7
7951,2024-10-23 10:10:00,9280,2742,3,610.51,1831.53,карта,6
7952,2024-02-28 14:06:00,2625,20490,5,1223.75,6118.75,карта,1
7953,2024-08-25 12:00:00,5419,1048,2,304.03,608.06,онлайн,4
7954,2024-08-19 17:05:00,20393,6783,1,844.5,844.5,наличные,9
7955,2024-07-26 12:13:00,16969,21867,2,996.59,1993.18,наличные,1
7956,2024-06-20 13:52:00,16728,19294,2,431.69,863.38,карта,9
7957,2024-02-24 21:56:00,20843,14853,1,188.2,188.2,онлайн,9
7958,2024-02-26 08:52:00,5644,18871,1,166.02,166.02,онлайн,5
7959,2024-05-28 08:59:00,24097,8210,2,564.87,1129.74,онлайн,5
7960,2024-12-12 12:41:00,5309,7678,5,110.14,550.7,наличные,10
7961,2024-05-04 17:49:00,12001,17969,5,447.61,2238.05,карта,9
7962,2024-02-03 15:52:00,2499,5351,1,430.13,430.13,карта,9
7963,2024-07-08 11:23:00,2759,4146,5,603.1,3015.5,карта,9
7964,2024-01-08 13:46:00,552,622,2,1286.26,2572.52,карта,2
7965,2024-12-10 10:35:00,14745,14595,2,971.98,1943.96,карта,3
7966,2024-04-16 10:08:00,7919,6361,4,725.3,2901.2,карта,3
7967,2024-05-13 12:11:00,17456,4566,4,1491.01,5964.04,онлайн,6
7968,2024-10-18 21:01:00,15189,18167,1,340.0,340.0,наличные,9
7969,2024-08-03 18:10:00,8425,13848,5,1171.01,5855.05,карта,2
7970,2024-12-25 09:56:00,12791,4108,5,577.38,2886.9,онлайн,5
7971,2024-03-22 12:59:00,23222,20912,3,1299.29,3897.87,карта,10
7972,2024-02-13 19:22:00,12774,2820,4,914.28,3657.12,наличные,7
7973,2024-11-06 18:33:00,5003,17642,2,468.34,936.68,онлайн,2
7974,2024-09-12 12:39:00,17740,12923,5,178.85,894.25,карта,1
7975,2024-05-28 09:27:00,8592,11095,4,143.42,573.68,наличные,7
7976,2024-08-31 09:43:00,730,10328,1,721.85,721.85,наличные,2
7977,2024-02-25 20:37:00,917,15017,5,234.67,1173.35,наличные,9
7978,2024-10-05 15:28:00,2249,14683,2,1430.6,2861.2,наличные,1
7979,2024-12-11 12:15:00,14276,21357,1,1002.69,1002.69,карта,2
7980,2024-12-18 11:51:00,21835,13893,3,431.93,1295.79,онлайн,3
7981,2024-02-02 09:25:00,2607,3464,5,792.38,3961.9,карта,6
7982,2024-08-29 10:54:00,3895,23757,4,680.97,2723.88,карта,1
7983,2024-02-09 20:37:00,9123,7671,1,1428.94,1428.94,наличные,2
7984,2024-04-05 14:49:00,4836,17792,1,243.78,243.78,наличные,9
7985,2024-11-02 17:31:00,20389,2979,3,439.43,1318.29,карта,1
7986,2024-07-23 18:04:00,18334,390,2,1044.65,2089.3,карта,1
7987,2024-04-07 10:26:00,20786,8124,1,971.11,971.11,карта,8
7988,2024-12-14 21:35:00,16267,21155,1,1128.79,1128.79,карта,4
7989,2024-06-27 10:55:00,13541,20173,2,1236.59,2473.18,онлайн,4
7990,2024-10-13 09:58:00,21928,1677,1,788.26,788.26,онлайн,7
7991,2024-08-25 10:48:00,19640,11991,3,447.27,1341.81,онлайн,10
7992,2024-10-13 20:29:00,7183,24546,1,1250.33,1250.33,карта,8
7993,2024-04-05 15:37:00,1782,22281,1,1274.34,1274.34,наличные,6
7994,2024-07-17 17:31:00,10859,20730,5,1479.33,7396.65,наличные,1
7995,2024-03-02 09:20:00,4377,2056,5,1371.7,6858.5,карта,4
7996,2024-07-10 09:41:00,11035,9538,5,1426.01,7130.05,онлайн,3
7997,2024-08-23 08:57:00,20910,21418,1,153.07,153.07,наличные,6
7998,2024-07-06 18:02:00,19542,4732,1,382.91,382.91,онлайн,8
7999,2024-01-17 14:34:00,9278,3563,1,970.8,970.8,карта,2
8000,2024-01-18 15:36:00,3573,24700,3,688.52,2065.56,онлайн,1
8001,2024-10-03 10:56:00,18186,14605,3,836.01,2508.03,карта,3
8002,2024-09-04 11:53:00,20993,4070,2,1333.29,2666.58,карта,2
8003,2024-10-23 15:27:00,24945,14186,3,353.72,1061.16,наличные,2
8004,2024-03-08 13:17:00,11905,24011,1,913.51,913.51,онлайн,2
8005,2024-11-14 20:40:00,12215,17920,1,526.83,526.83,наличные,9
8006,2024-03-29 13:41:00,11431,10331,4,34.75,139.0,онлайн,7
8007,2024-05-27 13:04:00,1626,6603,2,625.27,1250.54,карта,5
8008,2024-02-26 19:50:00,12433,1861,3,962.97,2888.91,онлайн,4
8009,2024-02-18 19:41:00,7179,4725,2,580.16,1160.32,карта,3
8010,2024-09-03 10:17:00,9762,23715,3,938.93,2816.79,онлайн,2
8011,2024-05-31 15:15:00,24193,14955,1,989.41,989.41,наличные,1
8012,2024-02-14 17:00:00,21947,685,1,195.4,195.4,наличные,5
8013,2024-02-11 15:38:00,7869,16851,2,842.99,1685.98,онлайн,9
8014,2024-04-22 11:29:00,11992,13071,2,863.03,1726.06,наличные,7
8015,2024-07-25 13:40:00,22897,21466,1,1400.67,1400.67,онлайн,9
